상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
20660147,길목,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11140,중구,1114057000,필동,1114013600,묵정동,1.11401E+18,1,대지,27,10,서울특별시 중구 묵정동 27-10,1.11403E+11,서울특별시 중구 퇴계로,260,,1.11401E+24,,서울특별시 중구 퇴계로 260,100380,4619,,-1,,127.0006842,37.56252874
15488685,갈비나라,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,11,서울특별시,11140,중구,1114059000,광희동,1114014500,광희동1가,1.11401E+18,1,대지,216,,서울특별시 중구 광희동1가 216,1.11403E+11,서울특별시 중구 퇴계로,307,,1.11401E+24,광희빌딩,서울특별시 중구 퇴계로 307,100710,4560,,,,127.005709,37.56429216
28481586,한우방,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,11,서울특별시,11140,중구,1114055000,명동,1114010500,을지로2가,1.11401E+18,1,대지,199,56,서울특별시 중구 을지로2가 199-56,1.11404E+11,서울특별시 중구 명동9길,37,5,1.11401E+24,,서울특별시 중구 명동9길 37-5,100845,4534,,,,126.983916,37.56537708
26331568,오렌지분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114063500,약수동,1114016200,신당동,1.11402E+18,1,대지,366,445,서울특별시 중구 신당동 366-445,1.11404E+11,서울특별시 중구 동호로7길,42,,1.11402E+24,,서울특별시 중구 동호로7길 42,100450,4597,,1,,127.010559,37.5519075
22818267,쎄븐스퀘어,,Q,음식,Q12,커피점/카페,Q12A06,전통찻집/인삼찻집,I56220,비알콜 음료점업,11,서울특별시,11140,중구,1114052000,소공동,1114011400,태평로2가,1.11401E+18,1,대지,23,,서울특별시 중구 태평로2가 23,1.11403E+11,서울특별시 중구 소공로,119,,1.11401E+24,서울프라자호텔,서울특별시 중구 소공로 119,100864,4525,,2,,126.9780738,37.56465087
26416283,창강한식,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114060500,을지로동,1114016100,저동2가,1.11402E+18,1,대지,84,3,서울특별시 중구 저동2가 84-3,1.11403E+11,서울특별시 중구 마른내로,11,6,1.11402E+24,창강빌딩,서울특별시 중구 마른내로 11-6,100032,4551,,1,,126.9894098,37.56509085
23487373,애플블러썸커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11140,중구,1114065000,신당5동,1114016200,신당동,1.11402E+18,1,대지,160,5,서울특별시 중구 신당동 160-5,1.11403E+11,서울특별시 중구 난계로,151,,1.11402E+24,신당아르브,서울특별시 중구 난계로 151,100820,4579,,1,,127.0233243,37.56497082
20409491,파스쿠찌동대문APM점,동대문APM점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11140,중구,1114059000,광희동,1114014800,을지로6가,1.11401E+18,1,대지,18,35,서울특별시 중구 을지로6가 18-35,1.11403E+11,서울특별시 중구 장충단로,253,,1.11401E+24,헬로우APM,서울특별시 중구 장충단로 253,100951,4564,,1,,127.0080665,37.56747466
25258952,돌배기집,명동점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114055000,명동,1114012700,명동2가,1.11401E+18,1,대지,4,2,서울특별시 중구 명동2가 4-2,1.11404E+11,서울특별시 중구 명동10길,35,20,1.11401E+24,,서울특별시 중구 명동10길 35-20,100809,4537,,1,,126.9857944,37.56292437
20662839,남산숯불갈비,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,11,서울특별시,11140,중구,1114066500,동화동,1114016200,신당동,1.11402E+18,1,대지,290,148,서울특별시 중구 신당동 290-148,1.11404E+11,서울특별시 중구 다산로32길,50,,1.11402E+24,,서울특별시 중구 다산로32길 50,100824,4586,,1,,127.0165667,37.56151778
20675088,대박집,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11140,중구,1114065000,신당5동,1114016200,신당동,1.11402E+18,1,대지,150,6,서울특별시 중구 신당동 150-6,1.11404E+11,서울특별시 중구 다산로44길,89,,1.11402E+24,,서울특별시 중구 다산로44길 89,100819,4578,,1,,127.022011,37.56498698
28487370,김가네,충무로점,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114060500,을지로동,1114016100,저동2가,1.11402E+18,1,대지,48,1,서울특별시 중구 저동2가 48-1,1.11404E+11,서울특별시 중구 퇴계로27길,53,,1.11402E+24,,서울특별시 중구 퇴계로27길 53,100032,4555,,,,126.991106,37.56353754
20678135,이모네,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114059000,광희동,1114013200,충무로4가,1.11401E+18,1,대지,24,,서울특별시 중구 충무로4가 24,1.11404E+11,서울특별시 중구 마른내로6길,38,,1.11401E+24,,서울특별시 중구 마른내로6길 38,100863,4556,,1,,126.9951149,37.56255355
15554901,고향손칼국수,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114061500,신당동,1114016200,신당동,1.11402E+18,1,대지,302,13,서울특별시 중구 신당동 302-13,1.11404E+11,서울특별시 중구 퇴계로76길,66,,1.11402E+24,,서울특별시 중구 퇴계로76길 66,100823,4611,,1,,127.0144144,37.56250901
20027772,일피노,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11140,중구,1114052000,소공동,1114016800,순화동,1.11402E+18,1,대지,151,,서울특별시 중구 순화동 151,1.11403E+11,서울특별시 중구 칠패로,27,,1.11402E+24,순화동THE#주상복합,서울특별시 중구 칠패로 27,100130,4511,,2,,126.9720218,37.56025531
15505673,고려보쌈,,Q,음식,Q01,한식,Q01A08,족발/보쌈전문,I56111,한식 음식점업,11,서울특별시,11140,중구,1114055000,명동,1114010100,무교동,1.11401E+18,1,대지,25,1,서울특별시 중구 무교동 25-1,1.11404E+11,서울특별시 중구 세종대로20길,23,,1.11401E+24,원창빌딩,서울특별시 중구 세종대로20길 23,100170,4520,,,,126.9787076,37.56714323
23591759,코피티암,,Q,음식,Q09,유흥주점,Q09A08,빠/카페/스탠드빠,I56211,일반유흥 주점업,11,서울특별시,11140,중구,1114054000,회현동,1114011800,남대문로5가,1.11401E+18,1,대지,541,,서울특별시 중구 남대문로5가 541,1.11402E+11,서울특별시 중구 한강대로,416,,1.11401E+24,서울스퀘어,서울특별시 중구 한강대로 416,100714,4637,,1,,126.9737396,37.55549473
20662455,남강,,Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,11,서울특별시,11140,중구,1114060500,을지로동,1114016100,저동2가,1.11402E+18,1,대지,88,10,서울특별시 중구 저동2가 88-10,1.11403E+11,서울특별시 중구 마른내로,10,,1.11402E+24,,서울특별시 중구 마른내로 10,100032,4552,,,,126.9888629,37.56451851
23302328,봉평메밀촌,,Q,음식,Q04,분식,Q04A04,우동전문점,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114066500,동화동,1114016200,신당동,1.11402E+18,1,대지,52,228,서울특별시 중구 신당동 52-228,1.11404E+11,서울특별시 중구 퇴계로86길,70,,1.11402E+24,준빌딩,서울특별시 중구 퇴계로86길 70,100456,4585,,1,,127.0186804,37.56260762
20675012,송림식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114059000,광희동,1114015400,오장동,1.11402E+18,1,대지,148,1,서울특별시 중구 오장동 148-1,1.11404E+11,서울특별시 중구 을지로36길,40,,1.11402E+24,,서울특별시 중구 을지로36길 40,100310,4547,,,,127.0015235,37.56494163
15515169,고릴라김밥,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114052000,소공동,1114016600,서소문동,1.11402E+18,1,대지,101,1,서울특별시 중구 서소문동 101-1,1.11403E+11,서울특별시 중구 서소문로,134,6,1.11402E+24,,서울특별시 중구 서소문로 134-6,100814,4514,,,,126.9758832,37.5634335
11698113,금파,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114052000,소공동,1114011300,북창동,1.11401E+18,1,대지,20,3,서울특별시 중구 북창동 20-3,1.11402E+11,서울특별시 중구 세종대로,66,11,1.11401E+24,,서울특별시 중구 세종대로 66-11,100080,4526,,,,126.9771229,37.56217378
20676476,비원,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114054000,회현동,1114011200,남창동,1.11401E+18,1,대지,52,3,서울특별시 중구 남창동 52-3,1.11403E+11,서울특별시 중구 소월로,9,,1.11401E+24,남정빌딩,서울특별시 중구 소월로 9,100804,4528,,1,,126.9764005,37.55871653
28478749,이따리아노뷔페,,Q,음식,Q15,부페,Q15A01,종합부페,,,11,서울특별시,11140,중구,1114052000,소공동,1114016700,정동,1.11402E+18,1,대지,25,2,서울특별시 중구 정동 25-2,1.11404E+11,서울특별시 중구 정동길,8,,1.11402E+24,한성교회,서울특별시 중구 정동길 8,100120,4516,,,,126.9691593,37.56756482
23206258,E&B인터내셔널,,Q,음식,Q09,유흥주점,Q09A08,빠/카페/스탠드빠,I56211,일반유흥 주점업,11,서울특별시,11140,중구,1114059000,광희동,1114013300,충무로5가,1.11401E+18,1,대지,22,5,서울특별시 중구 충무로5가 22-5,1.11404E+11,서울특별시 중구 마른내로12길,7,4,1.11401E+24,충무로현대프레스센터,서울특별시 중구 마른내로12길 7-4,100015,4559,,,,127.0007345,37.56384469
20336038,평화식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114061500,신당동,1114016200,신당동,1.11402E+18,1,대지,217,103,서울특별시 중구 신당동 217-103,1.11404E+11,서울특별시 중구 마장로1길,28,19,1.11402E+24,,서울특별시 중구 마장로1길 28-19,100887,4568,,,,127.0131362,37.56931022
28490784,쿠오코,명동점,Q,음식,Q03,일식/수산물,Q03A99,수산물전문음식점-종합,I56111,한식 음식점업,11,서울특별시,11140,중구,1114055000,명동,1114010500,을지로2가,1.11401E+18,1,대지,199,40,서울특별시 중구 을지로2가 199-40,1.11404E+11,서울특별시 중구 명동7길,21,,1.11401E+24,명동아르누보센텀,서울특별시 중구 명동7길 21,100845,4534,,,,126.9838457,37.56471871
20279045,놀부부대찌개,,Q,음식,Q01,한식,Q01A07,부대찌개/섞어찌개,I56111,한식 음식점업,11,서울특별시,11140,중구,1114052000,소공동,1114016600,서소문동,1.11402E+18,1,대지,48,1,서울특별시 중구 서소문동 48-1,1.11403E+11,서울특별시 중구 서소문로,113,1,1.11402E+24,,서울특별시 중구 서소문로 113-1,100813,4515,,1,,126.9734751,37.56322337
15511339,구구알카리치킨,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114060500,을지로동,1114015500,을지로3가,1.11402E+18,1,대지,95,14,서울특별시 중구 을지로3가 95-14,1.11404E+11,서울특별시 중구 을지로11길,18,,1.11402E+24,,서울특별시 중구 을지로11길 18,100846,4543,,,,126.990989,37.56717675
15523914,대호프린팅,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11140,중구,1114057000,필동,1114013600,묵정동,1.11401E+18,1,대지,28,20,서울특별시 중구 묵정동 28-20,1.11404E+11,서울특별시 중구 퇴계로50길,26,6,1.11401E+24,,서울특별시 중구 퇴계로50길 26-6,100380,4619,,2,,127.0006281,37.56164524
19981286,충무치킨,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11140,중구,1114059000,광희동,1114013200,충무로4가,1.11401E+18,1,대지,24,9,서울특별시 중구 충무로4가 24-9,1.11404E+11,서울특별시 중구 충무로2길,33,,1.11401E+24,,서울특별시 중구 충무로2길 33,100863,4556,,,,126.9949809,37.56241726
28500824,진북어국,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114052000,소공동,1114011100,소공동,1.11401E+18,1,대지,112,20,서울특별시 중구 소공동 112-20,1.11403E+11,서울특별시 중구 소공로,97,,1.11401E+24,한일빌딩,서울특별시 중구 소공로 97,100070,4531,,,,126.9797211,37.56338564
28485781,춘천명가닭갈비,,Q,음식,Q05,닭/오리요리,Q05A02,닭갈비전문,I56111,한식 음식점업,11,서울특별시,11140,중구,1114052000,소공동,1114011300,북창동,1.11401E+18,1,대지,94,18,서울특별시 중구 북창동 94-18,1.11403E+11,서울특별시 중구 남대문로,25,15,1.11401E+24,,서울특별시 중구 남대문로 25-15,100080,4526,,,,126.978156,37.56194846
23411824,이비스버젯앰배서더서울동대문호텔식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114059000,광희동,1114014600,광희동2가,1.11401E+18,1,대지,238,1,서울특별시 중구 광희동2가 238-1,1.11403E+11,서울특별시 중구 퇴계로,334,,1.11401E+24,,서울특별시 중구 퇴계로 334,100412,4614,,1,,127.0086883,37.56411899
23274218,한양식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114061500,신당동,1114016200,신당동,1.11402E+18,1,대지,304,611,서울특별시 중구 신당동 304-611,1.11404E+11,서울특별시 중구 다산로31길,64,,1.11402E+24,,서울특별시 중구 다산로31길 64,100890,4613,,-1,,127.0114086,37.56297945
20778056,K.M피자,,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11140,중구,1114064500,청구동,1114016200,신당동,1.11402E+18,1,대지,321,27,서울특별시 중구 신당동 321-27,1.11404E+11,서울특별시 중구 다산로28길,40,,1.11402E+24,,서울특별시 중구 다산로28길 40,100450,4589,,1,,127.0153891,37.55897603
19984312,카페띠아모,광희점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11140,중구,1114059000,광희동,1114014600,광희동2가,1.11401E+18,1,대지,319,,서울특별시 중구 광희동2가 319,1.11403E+11,서울특별시 중구 퇴계로,320,,1.11401E+24,,서울특별시 중구 퇴계로 320,100412,4614,,1,,127.0074461,37.56390131
28487284,종점떡볶이,,Q,음식,Q04,분식,Q04A03,떡볶이전문,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114061500,신당동,1114016200,신당동,1.11402E+18,1,대지,292,123,서울특별시 중구 신당동 292-123,1.11404E+11,서울특별시 중구 퇴계로76길,57,,1.11402E+24,,서울특별시 중구 퇴계로76길 57,100450,4611,,1,,127.0150002,37.56272114
20328386,승리호프,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11140,중구,1114061500,신당동,1114016200,신당동,1.11402E+18,1,대지,251,56,서울특별시 중구 신당동 251-56,1.11404E+11,서울특별시 중구 퇴계로73길,40,,1.11402E+24,승리빌딩,서울특별시 중구 퇴계로73길 40,100889,4569,,,,127.0140161,37.56696585
20330922,블랙호프,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11140,중구,1114059000,광희동,1114014500,광희동1가,1.11401E+18,1,대지,143,2,서울특별시 중구 광희동1가 143-2,1.11404E+11,서울특별시 중구 을지로44길,12,,1.11401E+24,뉴금호타워,서울특별시 중구 을지로44길 12,100411,4561,,1,,127.0063482,37.56559505
11705048,낙원식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114054000,회현동,1114012100,회현동1가,1.11401E+18,1,대지,130,1,서울특별시 중구 회현동1가 130-1,1.11404E+11,서울특별시 중구 퇴계로12길,51,,1.11401E+24,경동장,서울특별시 중구 퇴계로12길 51,100873,4633,,,,126.9817165,37.55732083
15539299,대우호프,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11140,중구,1114054000,회현동,1114011800,남대문로5가,1.11401E+18,1,대지,12,7,서울특별시 중구 남대문로5가 12-7,1.11402E+11,서울특별시 중구 세종대로,14,,1.11401E+24,,서울특별시 중구 세종대로 14,100800,4527,,,,126.9736842,37.55788201
28476557,토종한방삼계탕,,Q,음식,Q05,닭/오리요리,Q05A01,삼계탕전문,I56111,한식 음식점업,11,서울특별시,11140,중구,1114059000,광희동,1114015400,오장동,1.11402E+18,1,대지,101,22,서울특별시 중구 오장동 101-22,1.11403E+11,서울특별시 중구 마른내로,122,,1.11402E+24,,서울특별시 중구 마른내로 122,100310,4559,,1,,127.0014854,37.56440969
15518460,금석출판사,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114057000,필동,1114015800,충무로3가,1.11402E+18,1,대지,56,24,서울특별시 중구 충무로3가 56-24,1.11404E+11,서울특별시 중구 수표로4길,27,,1.11402E+24,상강빌딩,서울특별시 중구 수표로4길 27,100013,4554,,,,126.9918766,37.56263407
19974102,안테스,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11140,중구,1114057000,필동,1114015800,충무로3가,1.11402E+18,1,대지,34,1,서울특별시 중구 충무로3가 34-1,1.11403E+11,서울특별시 중구 충무로,18,3,1.11402E+24,,서울특별시 중구 충무로 18-3,100013,4556,,,,126.9932094,37.56284367
25894127,명동정한정식,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114055000,명동,1114012500,충무로2가,1.11401E+18,1,대지,60,3,서울특별시 중구 충무로2가 60-3,1.11402E+11,서울특별시 중구 삼일대로,299,,1.11401E+24,성창빌딩,서울특별시 중구 삼일대로 299,100861,4537,,1,,126.9884501,37.56155955
16095832,우진갈비,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,11,서울특별시,11140,중구,1114068000,중림동,1114017100,중림동,1.11402E+18,1,대지,200,,서울특별시 중구 중림동 200,1.11403E+11,서울특별시 중구 중림로,10,,1.11402E+24,중림동삼성사이버빌리지,서울특별시 중구 중림로 10,100727,4502,103,,,126.9657656,37.55839859
16098358,오리지널빈스,서울스퀘어점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11140,중구,1114054000,회현동,1114011800,남대문로5가,1.11401E+18,1,대지,541,,서울특별시 중구 남대문로5가 541,1.11402E+11,서울특별시 중구 한강대로,416,,1.11401E+24,서울스퀘어,서울특별시 중구 한강대로 416,100714,4637,,1,,126.9737396,37.55549473
19986577,서래식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114063500,약수동,1114016200,신당동,1.11402E+18,1,대지,366,116,서울특별시 중구 신당동 366-116,1.11403E+11,서울특별시 중구 다산로,60,,1.11402E+24,,서울특별시 중구 다산로 60,100450,4597,,-1,,127.0077461,37.54981149
28482787,유메,,Q,음식,Q03,일식/수산물,Q03A02,음식점-일식,I56113,일식 음식점업,11,서울특별시,11140,중구,1114052000,소공동,1114016800,순화동,1.11402E+18,1,대지,1,5,서울특별시 중구 순화동 1-5,1.11404E+11,서울특별시 중구 통일로4길,16,,1.11402E+24,,서울특별시 중구 통일로4길 16,100130,4516,,1,,126.9689462,37.56413901
28483258,서동관,,Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,11,서울특별시,11140,중구,1114057000,필동,1114015800,충무로3가,1.11402E+18,1,대지,58,9,서울특별시 중구 충무로3가 58-9,1.11404E+11,서울특별시 중구 수표로6길,2,,1.11402E+24,,서울특별시 중구 수표로6길 2,100013,4554,,1,,126.9904611,37.56267604
19973891,정동클럽,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11140,중구,1114052000,소공동,1114016600,서소문동,1.11402E+18,1,대지,39,1,서울특별시 중구 서소문동 39-1,1.11404E+11,서울특별시 중구 서소문로11길,50,,1.11402E+24,신아빌딩,서울특별시 중구 서소문로11길 50,100752,4515,,,,126.9731133,37.5648421
28478050,보건옥,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114060500,을지로동,1114015200,주교동,1.11402E+18,1,대지,89,1,서울특별시 중구 주교동 89-1,1.11404E+11,서울특별시 중구 창경궁로8길,12,,1.11402E+24,,서울특별시 중구 창경궁로8길 12,100330,4546,,,,126.9987363,37.5685222
16173619,케이크루바이오,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11140,중구,1114067000,황학동,1114016500,황학동,1.11402E+18,1,대지,1361,,서울특별시 중구 황학동 1361,1.11404E+11,서울특별시 중구 난계로15길,53,,1.11402E+24,,서울특별시 중구 난계로15길 53,100870,4574,,1,,127.0206593,37.56880521
25794995,다동골설렁탕,,Q,음식,Q01,한식,Q01A09,설렁탕집,I56111,한식 음식점업,11,서울특별시,11140,중구,1114055000,명동,1114010200,다동,1.11401E+18,1,대지,123,6,서울특별시 중구 다동 123-6,1.11404E+11,서울특별시 중구 을지로3길,30,18,1.11401E+24,,서울특별시 중구 을지로3길 30-18,100180,4522,,1,,126.9819324,37.56724317
19986777,제일식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11140,중구,1114060500,을지로동,1114015200,주교동,1.11402E+18,1,대지,92,2,서울특별시 중구 주교동 92-2,1.11404E+11,서울특별시 중구 창경궁로8길,11,,1.11402E+24,,서울특별시 중구 창경궁로8길 11,100330,4546,,1,,126.9986669,37.56863874
16128132,평균율,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11140,중구,1114060500,을지로동,1114015900,초동,1.11402E+18,1,대지,17,4,서울특별시 중구 초동 17-4,1.11403E+11,서울특별시 중구 충무로,46,,1.11402E+24,,서울특별시 중구 충무로 46,100300,4549,,,,126.9929638,37.56511221
25823416,라루체올리비아뷔페,,Q,음식,Q15,부페,Q15A01,종합부페,,,11,서울특별시,11140,중구,1114055000,명동,1114012800,남산동1가,1.11401E+18,1,대지,13,6,서울특별시 중구 남산동1가 13-6,1.11404E+11,서울특별시 중구 퇴계로18길,46,,1.11401E+24,일문빌딩,서울특별시 중구 퇴계로18길 46,100041,4631,,4,,126.9844426,37.55911035
